STATION_ID,DUR_CODE,SENSOR_NUM,SENSOR_TYPE,ACTUAL_DATE,VALUE,DATA_FLAG,UNITS
BUL,H,76,INFLOW,20100119,0000,3987, ,CFS
BUL,H,76,INFLOW,20100119,0100,3584, ,CFS
BUL,H,76,INFLOW,20100119,0200,3502, ,CFS
BUL,H,76,INFLOW,20100119,0300,3004, ,CFS
BUL,H,76,INFLOW,20100119,0400,2966, ,CFS
BUL,H,76,INFLOW,20100119,0500,2961, ,CFS
BUL,H,76,INFLOW,20100119,0600,2986, ,CFS
BUL,H,76,INFLOW,20100119,0700,3319, ,CFS
BUL,H,76,INFLOW,20100119,0800,2616, ,CFS
BUL,H,76,INFLOW,20100119,0900,2803, ,CFS
BUL,H,76,INFLOW,20100119,1000,2542, ,CFS
BUL,H,76,INFLOW,20100119,1100,3293, ,CFS
BUL,H,76,INFLOW,20100119,1200,2997, ,CFS
